,id_discente,sexo,data_nascimento,raca,estado_origem,cidade_origem,estado,municipio,bairro,nivel_ensino,forma_ingresso,ano_ingresso,periodo_ingresso,cotista,id_turma,id_curso,unidade,nota,reposicao,media_final,numero_total_faltas,descricao,ano,periodo,renda,escola_ens_medio,possui_bolsa_pesquisa,possui_auxilio_alimentacao,possui_auxilio_transporte,possui_auxilio_residencia_moradia
0,a2b5339caf4ea54ef4c904f25feb89ef,M,17-09-1995,Branco,Rio Grande do Norte,NATAL,Rio Grande do Norte,PARNAMIRIM,NOVA PARNAMIRIM,GRADUAÇÃO,VESTIBULAR,2013,1.0,f,1217966,92127264.0,1.0,7.3,f,6.6,0.0,APROVADO POR NOTA,2014,1,3000.0,Todo em escola particular ,f,f,f,f
1,a2b5339caf4ea54ef4c904f25feb89ef,M,17-09-1995,Branco,Rio Grande do Norte,NATAL,Rio Grande do Norte,PARNAMIRIM,NOVA PARNAMIRIM,GRADUAÇÃO,VESTIBULAR,2013,1.0,f,1217966,92127264.0,2.0,5.9,f,6.6,0.0,APROVADO POR NOTA,2014,1,3000.0,Todo em escola particular ,f,f,f,f
2,a2b5339caf4ea54ef4c904f25feb89ef,M,17-09-1995,Branco,Rio Grande do Norte,NATAL,Rio Grande do Norte,PARNAMIRIM,NOVA PARNAMIRIM,GRADUAÇÃO,VESTIBULAR,2013,1.0,f,1217966,92127264.0,1.0,7.3,f,6.6,0.0,APROVADO POR NOTA,2014,1,3000.0,Todo em escola particular ,f,f,f,f
3,a2b5339caf4ea54ef4c904f25feb89ef,M,17-09-1995,Branco,Rio Grande do Norte,NATAL,Rio Grande do Norte,PARNAMIRIM,NOVA PARNAMIRIM,GRADUAÇÃO,VESTIBULAR,2013,1.0,f,1217966,92127264.0,2.0,5.9,f,6.6,0.0,APROVADO POR NOTA,2014,1,3000.0,Todo em escola particular ,f,f,f,f
4,a2b5339caf4ea54ef4c904f25feb89ef,M,17-09-1995,Branco,Rio Grande do Norte,NATAL,Rio Grande do Norte,PARNAMIRIM,NOVA PARNAMIRIM,GRADUAÇÃO,VESTIBULAR,2013,1.0,f,1217969,92127264.0,1.0,5.8,f,6.0,18.0,APROVADO POR NOTA,2014,1,3000.0,Todo em escola particular ,f,f,f,f
5,a2b5339caf4ea54ef4c904f25feb89ef,M,17-09-1995,Branco,Rio Grande do Norte,NATAL,Rio Grande do Norte,PARNAMIRIM,NOVA PARNAMIRIM,GRADUAÇÃO,VESTIBULAR,2013,1.0,f,1217969,92127264.0,2.0,6.2,f,6.0,18.0,APROVADO POR NOTA,2014,1,3000.0,Todo em escola particular ,f,f,f,f
6,a2b5339caf4ea54ef4c904f25feb89ef,M,17-09-1995,Branco,Rio Grande do Norte,NATAL,Rio Grande do Norte,PARNAMIRIM,NOVA PARNAMIRIM,GRADUAÇÃO,VESTIBULAR,2013,1.0,f,1217969,92127264.0,3.0,6.0,f,6.0,18.0,APROVADO POR NOTA,2014,1,3000.0,Todo em escola particular ,f,f,f,f
7,a2b5339caf4ea54ef4c904f25feb89ef,M,17-09-1995,Branco,Rio Grande do Norte,NATAL,Rio Grande do Norte,PARNAMIRIM,NOVA PARNAMIRIM,GRADUAÇÃO,VESTIBULAR,2013,1.0,f,1217942,92127264.0,2.0,4.5,f,5.0,0.0,APROVADO POR NOTA,2014,1,3000.0,Todo em escola particular ,f,f,f,f
8,a2b5339caf4ea54ef4c904f25feb89ef,M,17-09-1995,Branco,Rio Grande do Norte,NATAL,Rio Grande do Norte,PARNAMIRIM,NOVA PARNAMIRIM,GRADUAÇÃO,VESTIBULAR,2013,1.0,f,1217942,92127264.0,3.0,5.0,f,5.0,0.0,APROVADO POR NOTA,2014,1,3000.0,Todo em escola particular ,f,f,f,f
9,a2b5339caf4ea54ef4c904f25feb89ef,M,17-09-1995,Branco,Rio Grande do Norte,NATAL,Rio Grande do Norte,PARNAMIRIM,NOVA PARNAMIRIM,GRADUAÇÃO,VESTIBULAR,2013,1.0,f,1217942,92127264.0,1.0,5.5,f,5.0,0.0,APROVADO POR NOTA,2014,1,3000.0,Todo em escola particular ,f,f,f,f
