id,id_discente,sexo,data_nascimento,raca,estado_origem,cidade_origem,estado,municipio,bairro,nivel_ensino,forma_ingresso,ano_ingresso,periodo_ingresso,cotista,id_turma,id_curso,unidade,nota,reposicao,media_final,numero_total_de_faltas,descricao,ano,periodo,renda,escola_ens_medio,possui_bolsa_pesquisa,possui_auxilio_alimentacao,possui_auxilio_transporte,possui_auxilio_residencia_moradia
1,a2b5339caf4ea54ef4c904f25feb89ef,M,17_09_1995,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,PARNAMIRIM,NOVA_PARNAMIRIM,GRADUACAO,VESTIBULAR,2013,1,F,1217966,92127264,1,1,1,6.6,0,APROVADO_POR_NOTA,2014,2014,NULL,TODO_EM_ESCOLA_PARTICULAR_,F,F,F,F
2,40846f2f09da1435f6eb303ce9d0d768,M,03_12_1985,NEGRO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,IGAPO,GRADUACAO,VESTIBULAR,2013,1,F,1217961,92127264,1,1,1,6.1,0,APROVADO_POR_NOTA,2014,2014,NULL,PARTE_EM_ESCOLA_PUBLICA_PARTE_EM_ESCOLA_PARTICULAR_,F,F,F,F
3,0188fee9f69676d5d450513676ffa20f,M,18_02_1994,BRANCO,RIO_GRANDE_DO_NORTE,OURO_BRANCO,RIO_GRANDE_DO_NORTE,OURO_BRANCO,CENTRO,GRADUACAO,VESTIBULAR,2013,1,F,1217941,92127264,1,1,1,5.6,8,APROVADO_POR_NOTA,2014,2014,NULL,TODO_EM_ESCOLA_PUBLICA_,F,T,F,T
4,570cb04eb23871dd7b2eae6244b79378,M,17_03_1986,PARDO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,CIDADE_DA_ESPERANCA,GRADUACAO,VESTIBULAR,2013,1,F,1217966,92127264,1,1,1,6.1,2,APROVADO_POR_NOTA,2014,2014,NULL,PARTE_EM_ESCOLA_PUBLICA_PARTE_EM_ESCOLA_PARTICULAR_,F,F,F,F
5,dcb8f294bee8769bdfec88486911362f,M,04_03_1993,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,DIX_SEPT_ROSADO,GRADUACAO,VESTIBULAR,2013,1,F,1217968,92127264,1,1,1,0,0,TRANCADO,2014,2014,NULL,TODO_EM_ESCOLA_PUBLICA_,F,F,F,F
6,f32c342b30e30053a2624f5d981385d1,M,30_03_1988,BRANCO,RIO_GRANDE_DO_NORTE,SANTA_CRUZ,RIO_GRANDE_DO_NORTE,NATAL,LAGOA_NOVA,GRADUACAO,VESTIBULAR,2013,1,T,1217940,92127264,1,1,1,5.4,0,APROVADO_POR_NOTA,2014,2014,NULL,TODO_EM_ESCOLA_PUBLICA_,F,T,F,T
7,520429428d98dac9b5c94168677d77bd,M,31_08_1994,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,NOSSA_SENHORA_DA_APRESENTACAO,GRADUACAO,VESTIBULAR,2013,1,F,1217941,92127264,1,1,1,5,6,APROVADO_POR_NOTA,2014,2014,NULL,TODO_EM_ESCOLA_PARTICULAR_,F,F,F,F
8,53890acbe28162acd131b308656482fc,M,27_07_1991,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,LAGOA_AZUL,GRADUACAO,VESTIBULAR,2013,1,F,1217942,92127264,0,0,0,0,0,TRANCADO,2014,2014,NULL,PARTE_EM_ESCOLA_PUBLICA_PARTE_EM_ESCOLA_PARTICULAR_,F,T,F,F
9,69d022c2924a232b8a0ca9e0ac7da317,M,09_08_1992,PARDO,RIO_GRANDE_DO_NORTE,NATAL,NAO_INFORMADO,NAO_INFORMADO,NAO_INFORMADO,GRADUACAO,VESTIBULAR,2013,1,F,1222668,92127264,1,1,1,5,14,APROVADO_POR_NOTA,2014,2014,NULL,PARTE_EM_ESCOLA_PUBLICA_PARTE_EM_ESCOLA_PARTICULAR_,F,T,F,F
11,9b03275cfc98def4ebace9f3a04bdc7c,M,30_05_1995,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,PARNAMIRIM,NOVA_PARNAMIRIM,GRADUACAO,VESTIBULAR,2013,1,F,1217966,92127264,1,1,1,7.2,0,APROVADO,2014,2014,NULL,EM_ESCOLA_PARTICULAR_COM_BOLSA_,F,T,F,F
